,folder,name,question,Item Type,Section,Type,Program,Language,Level,ID,SectionShort,date
2365,Inferential_Statistics/eur-inferential_statistics-235-en,eur-inferential_statistics-235-en,"A researcher doubts whether he would not be better off becoming an athlete after all, and if he chooses to do so, what sport would be best for him. To determine this for himself, he drew a sample from all professional athletes in the U.S. and determined what their average annual income was (in 10,000 dollars). In addition, he determined what sport [Football = 1, Basketball = 2, Baseball = 3] someone did, and whether it was a male [Gender = 0] or female [Gender = 1] athlete.
In a model with the factor Sports and the dependent variable Income, what is the value of the mean residual variance (MS_within) in the sample? (3 decimal places)
* Download**: [SPSS file](eur-inferential_statistics-235-en-data.sav), [CSV file](eur-inferential_statistics-235-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/ANOVA/Oneway ANOVA,Performing analysis,SPSS,English,Statistical Literacy,89471,Inferential Statistics/Oneway ANOVA,2026-01-12
2366,Inferential_Statistics/eur-inferential_statistics-235-nl,eur-inferential_statistics-235-nl,"Een onderzoeker twijfelt of hij toch niet beter atleet kan worden, en als hij daarvoor kiest, welke sport hij dan het beste kan kiezen. Om dit voor zichzelf te bepalen heeft hij een steekproef getrokken uit alle professionele sporters in de VS en bepaald wat hun gemiddelde jaarlijkse inkomen was (in 10.000 dollars). Daarnaast heeft hij bepaald wat voor sport [Voetbal = 1, Basketbal = 2, Honkbal = 3] iemand deed, en of het ging om een mannelijke [Geslacht = 0] of een vrouwelijke [Geslacht = 1] atleet.
Wat is in een model met de factor Sport en de afhankelijke variabele Inkomen de waarde van de gemiddelde residuele variantie (MS_within) in de steekproef? (3 decimalen)
**Download**: [SPSS file](eur-inferential_statistics-235-nl-data.sav), [CSV file](eur-inferential_statistics-235-nl-data.csv)
",num,Inferential Statistics/Parametric Techniques/ANOVA/Oneway ANOVA,Performing analysis,SPSS,Dutch,Statistical Literacy,e05b5,Inferential Statistics/Oneway ANOVA,2026-01-12
2367,Inferential_Statistics/eur-inferential_statistics-236-en,eur-inferential_statistics-236-en,"A researcher doubts whether he would not be better off becoming an athlete after all, and if he chooses to do so, what sport would be best for him. To determine this for himself, he drew a sample from all professional athletes in the U.S. and determined what their average annual income was (in 10,000 dollars). In addition, he determined what sport [Football = 1, Basketball = 2, Baseball = 3] someone did, and whether it was a male [Gender = 0] or female [Gender = 1] athlete.
Using the LSD correction, test pairwise differences in income [Income] between the three types of athletes [Sports]. What is the p-value associated with the statistic testing the difference between Basketball Players [Sport=2] and Baseball Players [Sport=3]? (3 decimal places).
* Download**: [SPSS file](eur-inferential_statistics-236-en-data.sav), [CSV file](eur-inferential_statistics-236-en-data.csv)
",num,"Inferential Statistics/Parametric Techniques/ANOVA/Post-hoc test, Inferential Statistics/Parametric Techniques/ANOVA/Oneway ANOVA",Performing analysis,SPSS,English,Statistical Literacy,3b4f2,Inferential Statistics/Post-hoc test,2026-01-12
2368,Inferential_Statistics/eur-inferential_statistics-236-nl,eur-inferential_statistics-236-nl,"Een onderzoeker twijfelt of hij toch niet beter atleet kan worden, en als hij daarvoor kiest, welke sport hij dan het beste kan kiezen. Om dit voor zichzelf te bepalen heeft hij een steekproef getrokken uit alle professionele sporters in de VS en bepaald wat hun gemiddelde jaarlijkse inkomen was (in 10.000 dollars). Daarnaast heeft hij bepaald wat voor sport [Voetbal = 1, Basketbal = 2, Honkbal = 3] iemand deed, en of het ging om een mannelijke [Geslacht = 0] of een vrouwelijke [Geslacht = 1] atleet.
Toets met de LSD-correctie paarsgewijs de verschillen in inkomen [Inkomen] tussen de drie soorten sporters [Sport]. Wat is de p-waarde die hoort bij de statistiek die het verschil toetst tussen de Basketballers [Sport=2] en Honkballers [Sport=3]? (3 decimalen)
**Download**: [SPSS file](eur-inferential_statistics-236-nl-data.sav), [CSV file](eur-inferential_statistics-236-nl-data.csv)
",num,"Inferential Statistics/Parametric Techniques/ANOVA/Post-hoc test, Inferential Statistics/Parametric Techniques/ANOVA/Oneway ANOVA",Performing analysis,SPSS,Dutch,Statistical Literacy,ed87c,Inferential Statistics/Post-hoc test,2026-01-12
2369,Inferential_Statistics/eur-inferential_statistics-237-en,eur-inferential_statistics-237-en,"A researcher doubts whether he would not be better off becoming an athlete after all, and if he chooses to do so, what sport would be best for him. To determine this for himself, he drew a sample from all professional athletes in the U.S. and determined what their average annual income was (in 10,000 dollars). In addition, he determined what sport [Football = 1, Basketball = 2, Baseball = 3] someone did, and whether it was a male [Gender = 0] or female [Gender = 1] athlete.
Perform an appropriate test where you include sports and gender as independent variables and income as the dependent variable. What is the Sum of Squares for the factor with the least significant main effect (3 decimal places)?
* Download**: [SPSS file](eur-inferential_statistics-237-en-data.sav), [CSV file](eur-inferential_statistics-237-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/ANOVA/Twoway ANOVA,Performing analysis,SPSS,English,Statistical Literacy,23f5d,Inferential Statistics/Twoway ANOVA,2026-01-12
2370,Inferential_Statistics/eur-inferential_statistics-237-nl,eur-inferential_statistics-237-nl,"Een onderzoeker twijfelt of hij toch niet beter atleet kan worden, en als hij daarvoor kiest, welke sport hij dan het beste kan kiezen. Om dit voor zichzelf te bepalen heeft hij een steekproef getrokken uit alle professionele sporters in de VS en bepaald wat hun gemiddelde jaarlijkse inkomen was (in 10.000 dollars). Daarnaast heeft hij bepaald wat voor sport [Voetbal = 1, Basketbal = 2, Honkbal = 3] iemand deed, en of het ging om een mannelijke [Geslacht = 0] of een vrouwelijke [Geslacht = 1] atleet.
Voer een gepaste test uit waarbij je sport en geslacht als onafhankelijke variabelen meeneemt en inkomen als afhankelijke variabele. Wat is de Sum of Squares voor de factor met het minst significante hoofdeffect? (3 decimalen)
**Download**: [SPSS file](eur-inferential_statistics-237-nl-data.sav), [CSV file](eur-inferential_statistics-237-nl-data.csv)
",num,Inferential Statistics/Parametric Techniques/ANOVA/Twoway ANOVA,Performing analysis,SPSS,Dutch,Statistical Literacy,bb7ac,Inferential Statistics/Twoway ANOVA,2026-01-12
2371,Inferential_Statistics/eur-inferential_statistics-238-en,eur-inferential_statistics-238-en,"A researcher doubts whether he would not be better off becoming an athlete after all, and if he chooses to do so, what sport would be best for him. To determine this for himself, he drew a sample from all professional athletes in the U.S. and determined what their average annual income was (in 10,000 dollars). In addition, he determined what sport [Football = 1, Basketball = 2, Baseball = 3] someone did, and whether it was a male [Gender = 0] or female [Gender = 1] athlete.
The researcher wants to know if [Income] differs between the types of athletes [Sports] taking into account their gender [Sex]. Perform a 2-way ANOVA. What is men's Estimated Marginal Mean (3 decimal places)?
* Download**: [SPSS file](eur-inferential_statistics-238-en-data.sav), [CSV file](eur-inferential_statistics-238-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/ANOVA/Twoway ANOVA,Performing analysis,SPSS,English,Statistical Literacy,2def1,Inferential Statistics/Twoway ANOVA,2026-01-12
2372,Inferential_Statistics/eur-inferential_statistics-238-nl,eur-inferential_statistics-238-nl,"Een onderzoeker twijfelt of hij toch niet beter atleet kan worden, en als hij daarvoor kiest, welke sport hij dan het beste kan kiezen. Om dit voor zichzelf te bepalen heeft hij een steekproef getrokken uit alle professionele sporters in de VS en bepaald wat hun gemiddelde jaarlijkse inkomen was (in 10.000 dollars). Daarnaast heeft hij bepaald wat voor sport [Voetbal = 1, Basketbal = 2, Honkbal = 3] iemand deed, en of het ging om een mannelijke [Geslacht = 0] of een vrouwelijke [Geslacht = 1] atleet.
De onderzoeker wil weten of [Inkomen] verschilt tussen de type sporters [Sport] rekening houdend met hun geslacht [geslacht]. Voer een 2-weg ANOVA uit. Wat is de Estimated Marginal Mean van mannen? (3 decimalen)
**Download**: [SPSS file](eur-inferential_statistics-238-nl-data.sav), [CSV file](eur-inferential_statistics-238-nl-data.csv)
",num,Inferential Statistics/Parametric Techniques/ANOVA/Twoway ANOVA,Performing analysis,SPSS,Dutch,Statistical Literacy,a59b0,Inferential Statistics/Twoway ANOVA,2026-01-12
2373,Inferential_Statistics/eur-inferential_statistics-239-en,eur-inferential_statistics-239-en,"A researcher doubts whether he would not be better off becoming an athlete after all, and if he chooses to do so, what sport would be best for him. To determine this for himself, he drew a sample from all professional athletes in the U.S. and determined what their average annual income was (in 10,000 dollars). In addition, he determined what sport [Football = 1, Basketball = 2, Baseball = 3] someone did, and whether it was a male [Gender = 0] or female [Gender = 1] athlete.
What is the effect size [partial eta squared] of the interaction effect of type of sport [Sport] and gender [Gender]? (3 decimal places)
* Download**: [SPSS file](eur-inferential_statistics-239-en-data.sav), [CSV file](eur-inferential_statistics-239-en-data.csv)
",num,"Inferential Statistics/Parametric Techniques/ANOVA/Twoway ANOVA, Inferential Statistics/Effect size/Eta squared",Performing analysis,SPSS,English,Statistical Literacy,43054,Inferential Statistics/Twoway ANOVA,2026-01-12
2374,Inferential_Statistics/eur-inferential_statistics-239-nl,eur-inferential_statistics-239-nl,"Een onderzoeker twijfelt of hij toch niet beter atleet kan worden, en als hij daarvoor kiest, welke sport hij dan het beste kan kiezen. Om dit voor zichzelf te bepalen heeft hij een steekproef getrokken uit alle professionele sporters in de VS en bepaald wat hun gemiddelde jaarlijkse inkomen was (in 10.000 dollars). Daarnaast heeft hij bepaald wat voor sport [Voetbal = 1, Basketbal = 2, Honkbal = 3] iemand deed, en of het ging om een mannelijke [Geslacht = 0] of een vrouwelijke [Geslacht = 1] atleet.
Wat is de effect size [partial eta squared] van het interactie-effect van type sport [Sport] en geslacht [Geslacht]? (3 decimalen)
**Download**: [SPSS file](eur-inferential_statistics-239-nl-data.sav), [CSV file](eur-inferential_statistics-239-nl-data.csv)
",num,"Inferential Statistics/Parametric Techniques/ANOVA/Twoway ANOVA, Inferential Statistics/Effect size/Eta squared",Performing analysis,SPSS,Dutch,Statistical Literacy,a754c,Inferential Statistics/Twoway ANOVA,2026-01-12
2375,Inferential_Statistics/eur-inferential_statistics-240-en,eur-inferential_statistics-240-en,"Feyenoord and Ajax fans often criticize each other's teams. We will be looking at what team a person is a fan of [Fan, where Feyenoord = 0 and Ajax = 1], in what city a person lives [City, where Rotterdam = 1, Amsterdam = 2, Dordrecht = 3 and Haarlem = 4], the number of games played by the favourite team that they watched over the years (so the amount of games played by Feyenoord watched by a Feyenoord fan) [played_favourite] and to the amount of games played by the other team that someone watched over the years [played_other]. We also registered whose team became division champion in the last 4 years [Champion, where No championship = 0 and Championship = 1].
Compute a new variable on which people from Amsterdam and Haarlem are one group, and people from Rotterdam and Dordrecht are the other. Determine if the average number of “games by the other team that someone watched” of the ""Amsterdam+Haarlem"" group, is significantly different from that of the “Rotterdam+Dordrecht”group. Report the obtained p-value (using 3 decimals).
**Download**: [SPSS file](inferential_statistics-240-en-data.sav), [CSV file](inferential_statistics-240-en-data.csv)
",num,Inferential Statistics/Parametric Techniques/t-test/Independent samples means,Performing analysis,SPSS,English,Statistical Literacy,ee3f9,Inferential Statistics/Independent samples means,2026-01-12
